entry_bar,exit_bar,side,setup,ts,entry,sl,tp1,tp,first_close_r,tp_full_r,gross_r,fee_r,net_r,reason
18308,18308,short,trend,2023-07-20 08:00:00+00:00,30053.45,30148.08,29674.95,29831.86,4.0,2.3418,-1.0,0.3811,-1.3811,SL
18356,18357,long,trend,2023-07-22 08:00:00+00:00,29911.45,29871.02,30073.15,30078.04,4.0,4.121,-1.0,0.8879,-1.8879,SL
18431,18432,long,trend,2023-07-25 08:00:00+00:00,29099.05,29062.88,29243.75,29197.4,4.0,2.7187,3.0,0.9653,2.0347,TP1+BE
18500,18503,short,trend,2023-07-28 08:00:00+00:00,29206.95,29250.43,29033.05,29051.04,4.0,3.5862,-1.0,0.8062,-1.8062,SL
18603,18605,short,trend,2023-08-01 08:00:00+00:00,29002.45,29168.68,28337.55,28741.37,4.0,1.5707,-1.0,0.2094,-1.2094,SL
18669,18671,long,trend,2023-08-04 08:00:00+00:00,29163.6,29123.75,29323.0,29273.97,4.0,2.7698,-1.0,0.8782,-1.8782,SL
18716,18719,short,sweep,2023-08-06 08:00:00+00:00,29095.7,29114.72,29027.0,29051.36,3.611,2.3308,3.291,1.8352,1.4558,TP1+TP
18741,18746,short,trend,2023-08-07 08:00:00+00:00,29111.85,29162.27,28910.15,28986.39,4.0,2.488,3.622,0.6928,2.9292,TP1+TP
18788,18788,short,trend,2023-08-09 08:00:00+00:00,29747.1,29808.15,29502.9,29627.81,4.0,1.9539,-1.0,0.5847,-1.5847,SL
18836,18836,long,trend,2023-08-11 08:00:00+00:00,29411.95,29375.12,29559.25,29543.7,4.0,3.5777,-1.0,0.9584,-1.9584,SL
18884,18894,short,trend,2023-08-13 08:00:00+00:00,29401.4,29425.1,29306.6,29328.77,4.0,3.0644,-1.0,1.4887,-2.4887,SL
18908,18913,short,sweep,2023-08-14 08:00:00+00:00,29416.2,29510.7,29080.0,29196.61,3.5577,2.3237,-1.0,0.3735,-1.3735,SL
18932,18932,short,trend,2023-08-15 08:00:00+00:00,29391.8,29419.2,29282.2,29330.04,4.0,2.2541,-1.0,1.2872,-2.2872,SL
19080,19080,short,trend,2023-08-21 08:00:00+00:00,26081.4,26131.75,25880.0,25791.57,4.0,5.7564,-1.0,0.6216,-1.6216,SL
19148,19148,short,trend,2023-08-24 08:00:00+00:00,26440.05,26491.42,26234.55,26352.38,4.0,1.7066,-1.0,0.6176,-1.6176,SL
19272,19273,short,trend,2023-08-29 08:00:00+00:00,26091.6,26147.4,25868.4,25952.87,4.0,2.4863,-1.0,0.5611,-1.5611,SL
19388,19388,short,trend,2023-09-03 08:00:00+00:00,25876.4,25908.6,25747.6,25781.99,4.0,2.9321,-1.0,0.9643,-1.9643,SL
19460,19460,long,trend,2023-09-06 08:00:00+00:00,25783.5,25746.8,25930.3,25870.6,4.0,2.3733,-1.0,0.8431,-1.8431,SL
19484,19484,long,trend,2023-09-07 08:00:00+00:00,25772.55,25742.07,25894.45,25870.6,4.0,3.2174,-1.0,1.0148,-2.0148,SL
19580,19585,short,trend,2023-09-11 08:00:00+00:00,25768.0,25829.0,25524.0,25598.07,4.0,2.7857,3.6964,0.5069,3.1895,TP1+TP
19731,19735,long,trend,2023-09-17 08:00:00+00:00,26474.45,26431.68,26645.55,26598.18,4.0,2.8927,-1.0,0.7427,-1.7427,SL
19796,19796,long,trend,2023-09-20 08:00:00+00:00,27154.1,27039.6,27612.1,27373.61,4.0,1.9171,-1.0,0.2846,-1.2846,SL
19820,19820,long,trend,2023-09-21 08:00:00+00:00,27034.95,26977.47,27264.85,27194.76,4.0,2.7805,-1.0,0.5645,-1.5645,SL
19845,19852,long,trend,2023-09-22 08:00:00+00:00,26574.0,26514.65,26811.4,26682.67,4.0,1.8309,-1.0,0.5373,-1.5373,SL
19868,19900,long,trend,2023-09-23 08:00:00+00:00,26549.8,26522.95,26657.2,26599.77,4.0,1.8611,3.4653,1.1866,2.2787,TP1+TP
19964,19964,short,trend,2023-09-27 08:00:00+00:00,26234.15,26257.03,26142.65,26146.6,4.0,3.8273,-1.0,1.3762,-2.3762,SL
20012,20012,long,trend,2023-09-29 08:00:00+00:00,27047.95,26952.47,27429.85,27194.76,4.0,1.5377,-1.0,0.34,-1.34,SL
20040,20041,long,trend,2023-09-30 08:00:00+00:00,26910.6,26893.4,26979.4,26977.33,4.0,3.8794,3.9698,1.8775,2.0924,TP1+TP
20068,20073,long,trend,2023-10-01 08:00:00+00:00,27045.95,26994.43,27252.05,27197.91,4.0,2.9493,3.7373,0.6299,3.1074,TP1+TP
20090,20091,long,trend,2023-10-02 08:00:00+00:00,28124.35,27967.22,28752.85,28454.79,4.0,2.103,-1.0,0.2148,-1.2148,SL
20110,20111,long,trend,2023-10-03 08:00:00+00:00,27516.5,27443.75,27807.5,27747.72,4.0,3.1782,-1.0,0.4539,-1.4539,SL
20137,20142,long,trend,2023-10-04 08:00:00+00:00,27345.85,27260.72,27686.35,27490.2,4.0,1.6957,3.4239,0.3855,3.0384,TP1+TP
20156,20160,long,trend,2023-10-05 08:00:00+00:00,27714.65,27622.33,28083.95,27858.86,4.0,1.562,3.0,0.3602,2.6398,TP1+BE
20183,20183,long,trend,2023-10-06 08:00:00+00:00,27513.0,27449.5,27767.0,27627.87,4.0,1.809,-1.0,0.5199,-1.5199,SL
20276,20279,short,sweep,2023-10-10 08:00:00+00:00,27660.3,27717.2,27477.4,27535.52,3.2144,2.193,2.9591,0.5833,2.3757,TP1+TP
20350,20351,short,trend,2023-10-13 08:00:00+00:00,26840.35,26892.38,26632.25,26716.08,4.0,2.3887,-1.0,0.6191,-1.6191,SL
20468,20468,long,trend,2023-10-18 08:00:00+00:00,28650.7,28479.2,29336.7,28958.97,4.0,1.7975,-1.0,0.2005,-1.2005,SL
20564,20569,long,trend,2023-10-22 08:00:00+00:00,29963.45,29784.68,30678.55,30312.75,4.0,1.9539,-1.0,0.2011,-1.2011,SL
20588,20599,long,trend,2023-10-23 08:00:00+00:00,30427.5,30151.25,31532.5,30884.55,4.0,1.6545,3.4136,0.1322,3.2814,TP1+TP
20612,20618,long,trend,2023-10-24 08:00:00+00:00,34071.6,33457.45,36528.2,35013.62,4.0,1.5339,-1.0,0.0666,-1.0666,SL
20636,20641,long,trend,2023-10-25 08:00:00+00:00,34047.35,33866.18,34772.05,34406.4,4.0,1.9818,3.4954,0.2255,3.2699,TP1+TP
20660,20660,long,trend,2023-10-26 08:00:00+00:00,34624.0,34513.45,35066.2,34793.15,4.0,1.5301,-1.0,0.3758,-1.3758,SL
20732,20732,short,trend,2023-10-29 08:00:00+00:00,34045.45,34100.12,33826.75,33924.92,4.0,2.2045,-1.0,0.7472,-1.7472,SL
20756,20756,short,trend,2023-10-30 08:00:00+00:00,34359.6,34476.4,33892.4,34055.0,4.0,2.6079,-1.0,0.353,-1.353,SL
20780,20782,short,trend,2023-10-31 08:00:00+00:00,34364.3,34501.45,33815.7,34140.5,4.0,1.6318,-1.0,0.3007,-1.3007,SL
20804,20805,long,trend,2023-11-01 08:00:00+00:00,34516.45,34424.82,34882.95,34788.1,4.0,2.9648,-1.0,0.4521,-1.4521,SL
20828,20828,long,trend,2023-11-02 08:00:00+00:00,35575.75,35321.53,36592.65,36140.04,4.0,2.2196,-1.0,0.1679,-1.1679,SL
20852,20852,long,sweep,2023-11-03 08:00:00+00:00,34431.6,34266.93,34959.7,34788.1,3.2069,2.1649,-1.0,0.2509,-1.2509,SL
20876,20878,long,trend,2023-11-04 08:00:00+00:00,34834.1,34711.15,35325.9,35167.96,4.0,2.7154,-1.0,0.34,-1.34,SL
20900,20904,long,trend,2023-11-05 08:00:00+00:00,35139.25,35039.72,35537.35,35298.9,4.0,1.6041,-1.0,0.4237,-1.4237,SL
20928,20933,long,trend,2023-11-06 08:00:00+00:00,34949.4,34849.7,35348.2,35167.96,4.0,2.1922,-1.0,0.4207,-1.4207,SL
21003,21003,long,trend,2023-11-09 08:00:00+00:00,36235.45,35894.82,37597.95,37206.5,4.0,2.8508,-1.0,0.1277,-1.1277,SL
21020,21022,long,sweep,2023-11-10 08:00:00+00:00,36560.1,36438.57,36955.0,36935.85,3.2495,3.092,3.2101,0.361,2.8491,TP1+TP
21044,21044,long,trend,2023-11-11 08:00:00+00:00,37178.15,37052.57,37680.45,37494.5,4.0,2.5192,-1.0,0.3553,-1.3553,SL
21212,21219,long,trend,2023-11-18 08:00:00+00:00,36421.65,36312.48,36858.35,36617.33,4.0,1.7924,3.4481,0.4003,3.0478,TP1+TP
21334,21334,long,trend,2023-11-23 08:00:00+00:00,37416.7,37343.5,37709.5,37647.13,4.0,3.148,-1.0,0.6134,-1.6134,SL
21380,21380,long,trend,2023-11-25 08:00:00+00:00,37769.25,37725.43,37944.55,37872.9,4.0,2.3651,-1.0,1.0342,-2.0342,SL
21405,21406,long,trend,2023-11-26 08:00:00+00:00,37739.75,37705.62,37876.25,37878.32,4.0,4.0607,-1.0,1.3271,-2.3271,SL
21500,21500,long,trend,2023-11-30 08:00:00+00:00,37921.0,37809.0,38369.0,38175.0,4.0,2.2679,-1.0,0.4063,-1.4063,SL
21548,21557,long,trend,2023-12-02 08:00:00+00:00,38744.8,38692.4,38954.4,38903.3,4.0,3.0248,3.7562,0.8873,2.8689,TP1+TP
21572,21576,long,trend,2023-12-03 08:00:00+00:00,39424.3,39352.15,39712.9,39645.88,4.0,3.071,3.0,0.6557,2.3443,TP1+BE
21620,21626,long,trend,2023-12-05 08:00:00+00:00,41694.95,41537.47,42324.85,41986.5,4.0,1.8514,3.4629,0.3177,3.1451,TP1+TP
21644,21646,long,trend,2023-12-06 08:00:00+00:00,43811.6,43631.85,44530.6,44082.5,4.0,1.5071,-1.0,0.2925,-1.2925,SL
21668,21668,long,trend,2023-12-07 08:00:00+00:00,43906.35,43815.68,44269.05,44082.5,4.0,1.9427,-1.0,0.5811,-1.5811,SL
21692,21692,long,trend,2023-12-08 08:00:00+00:00,43310.0,43157.5,43920.0,43574.5,4.0,1.7344,-1.0,0.3408,-1.3408,SL
21716,21716,long,trend,2023-12-09 08:00:00+00:00,44241.55,44154.28,44590.65,44376.83,4.0,1.55,-1.0,0.6083,-1.6083,SL
21740,21740,long,trend,2023-12-10 08:00:00+00:00,43874.6,43787.65,44222.4,44109.05,4.0,2.6964,-1.0,0.6055,-1.6055,SL
21768,21773,long,trend,2023-12-11 08:00:00+00:00,42011.25,41089.47,45698.35,43452.79,4.0,1.5639,-1.0,0.0547,-1.0547,SL
21788,21794,short,sweep,2023-12-12 08:00:00+00:00,42066.1,42286.62,41213.0,41597.22,3.8685,2.1262,3.4329,0.2289,3.204,TP1+TP
21812,21812,short,trend,2023-12-13 08:00:00+00:00,41021.15,41276.28,40000.65,40505.7,4.0,2.0204,-1.0,0.1929,-1.1929,SL
21956,21957,short,trend,2023-12-19 08:00:00+00:00,43078.1,43313.05,42138.3,42698.09,4.0,1.6174,-1.0,0.22,-1.22,SL
22076,22077,long,trend,2023-12-24 08:00:00+00:00,43719.0,43585.0,44255.0,43929.77,4.0,1.5729,-1.0,0.3915,-1.3915,SL
22148,22148,short,trend,2023-12-27 08:00:00+00:00,42367.3,42481.6,41910.1,42120.25,4.0,2.1614,-1.0,0.4448,-1.4448,SL
22196,22196,short,trend,2023-12-29 08:00:00+00:00,42491.65,42677.48,41748.35,42209.77,4.0,1.5169,-1.0,0.2744,-1.2744,SL
22223,22225,short,trend,2023-12-30 08:00:00+00:00,42053.45,42151.72,41660.35,41787.54,4.0,2.7058,-1.0,0.5135,-1.5135,SL
22244,22244,short,trend,2023-12-31 08:00:00+00:00,42362.75,42537.88,41662.25,41787.54,4.0,3.2846,-1.0,0.2903,-1.2903,SL
22268,22268,short,trend,2024-01-01 08:00:00+00:00,42527.05,42684.98,41895.35,42265.71,4.0,1.6548,-1.0,0.3231,-1.3231,SL
22292,22292,short,trend,2024-01-02 08:00:00+00:00,45000.75,45396.78,43416.65,44302.0,4.0,1.7644,-1.0,0.1364,-1.1364,SL
22484,22484,long,trend,2024-01-10 08:00:00+00:00,45946.6,45789.95,46573.2,46270.83,4.0,2.0698,-1.0,0.352,-1.352,SL
22515,22515,long,trend,2024-01-11 08:00:00+00:00,46192.35,45906.18,47337.05,46728.5,4.0,1.8735,-1.0,0.1937,-1.1937,SL
22532,22532,long,sweep,2024-01-12 08:00:00+00:00,45868.1,45650.85,46550.0,46270.83,3.1388,1.8538,-1.0,0.2534,-1.2534,SL
22556,22557,long,trend,2024-01-13 08:00:00+00:00,42858.3,42653.65,43676.9,43226.56,4.0,1.7995,-1.0,0.2513,-1.2513,SL
22632,22633,long,trend,2024-01-16 08:00:00+00:00,42706.8,42582.7,43203.2,43044.93,4.0,2.7246,-1.0,0.413,-1.413,SL
22676,22677,long,trend,2024-01-18 08:00:00+00:00,42717.15,42610.07,43145.45,42896.21,4.0,1.6723,-1.0,0.4787,-1.4787,SL
22705,22705,long,trend,2024-01-19 08:00:00+00:00,41156.85,40950.27,41983.15,41492.3,4.0,1.6239,-1.0,0.2391,-1.2391,SL
22724,22724,long,trend,2024-01-20 08:00:00+00:00,41600.85,41506.72,41977.35,41797.8,4.0,2.0924,-1.0,0.5304,-1.5304,SL
22748,22748,short,trend,2024-01-21 08:00:00+00:00,41648.25,41693.57,41466.95,41432.0,4.0,4.7711,-1.0,1.1027,-2.1027,SL
22776,22781,short,trend,2024-01-22 08:00:00+00:00,41182.15,41438.57,40156.45,40706.87,4.0,1.8535,3.4634,0.1927,3.2706,TP1+TP
22810,22811,short,trend,2024-01-23 08:00:00+00:00,39838.95,40009.47,39156.85,39557.2,4.0,1.6523,-1.0,0.2804,-1.2804,SL
22820,22820,short,trend,2024-01-24 08:00:00+00:00,39903.95,40075.42,39218.05,39557.2,4.0,2.0222,-1.0,0.2793,-1.2793,SL
22844,22844,short,trend,2024-01-25 08:00:00+00:00,39979.5,40081.3,39572.3,39557.2,4.0,4.1483,-1.0,0.4713,-1.4713,SL
22918,22922,long,trend,2024-01-28 08:00:00+00:00,42372.5,42138.8,43307.3,42896.38,4.0,2.2417,-1.0,0.2176,-1.2176,SL
22940,22940,long,trend,2024-01-29 08:00:00+00:00,42172.05,42015.62,42797.75,42526.66,4.0,2.2669,-1.0,0.3235,-1.3235,SL
22964,22965,long,trend,2024-01-30 08:00:00+00:00,43455.75,43288.62,44124.25,43786.4,4.0,1.9785,-1.0,0.312,-1.312,SL
22988,22988,long,trend,2024-01-31 08:00:00+00:00,42859.0,42745.0,43315.0,43136.48,4.0,2.434,-1.0,0.4511,-1.4511,SL
23012,23014,long,trend,2024-02-01 08:00:00+00:00,42255.75,42049.62,43080.25,42683.95,4.0,2.0774,-1.0,0.246,-1.246,SL
23036,23036,long,trend,2024-02-02 08:00:00+00:00,43176.6,43049.65,43684.4,43446.96,4.0,2.1297,-1.0,0.4081,-1.4081,SL
23060,23060,long,trend,2024-02-03 08:00:00+00:00,43197.65,43107.57,43557.95,43443.67,4.0,2.7313,-1.0,0.5755,-1.5755,SL
23156,23157,long,trend,2024-02-07 08:00:00+00:00,42977.05,42875.62,43382.75,43300.31,4.0,3.1872,-1.0,0.5085,-1.5085,SL
23253,23273,long,trend,2024-02-11 08:00:00+00:00,48079.6,47817.65,49127.4,48570.67,4.0,1.8747,-1.0,0.2203,-1.2203,SL
23276,23276,long,trend,2024-02-12 08:00:00+00:00,48303.25,48008.03,49484.15,48818.64,4.0,1.7458,-1.0,0.1963,-1.1963,SL
23300,23301,long,trend,2024-02-13 08:00:00+00:00,50096.25,49929.12,50764.75,50385.3,4.0,1.7295,-1.0,0.3597,-1.3597,SL
23348,23354,long,trend,2024-02-15 08:00:00+00:00,52117.3,51888.2,53033.7,54649.0,4.0,11.0506,-1.0,0.273,-1.273,SL
23372,23372,long,trend,2024-02-16 08:00:00+00:00,52075.15,51920.32,52694.45,52868.75,4.0,5.1258,-1.0,0.4036,-1.4036,SL
23396,23396,long,trend,2024-02-17 08:00:00+00:00,52007.65,51911.48,52392.35,52279.0,4.0,2.8214,-1.0,0.6489,-1.6489,SL
23444,23444,short,trend,2024-02-19 08:00:00+00:00,52244.65,52401.92,51615.55,51605.44,4.0,4.0643,-1.0,0.3986,-1.3986,SL
23468,23469,short,trend,2024-02-20 08:00:00+00:00,51715.0,51910.05,50934.8,51323.7,4.0,2.0062,-1.0,0.3182,-1.3182,SL
23506,23520,short,trend,2024-02-21 08:00:00+00:00,51929.7,52167.1,50980.1,51323.7,4.0,2.5527,3.6382,0.2625,3.3757,TP1+TP
23564,23565,short,sweep,2024-02-24 08:00:00+00:00,51015.8,51149.78,50600.0,50742.6,3.1036,2.0392,-1.0,0.4569,-1.4569,SL
23714,23717,long,trend,2024-03-01 08:00:00+00:00,61337.5,61082.25,62358.5,61826.67,4.0,1.9164,3.4791,0.2884,3.1907,TP1+TP
23732,23732,long,trend,2024-03-02 08:00:00+00:00,62143.75,61966.12,62854.25,62616.12,4.0,2.6594,-1.0,0.4198,-1.4198,SL
23929,23937,long,trend,2024-03-10 08:00:00+00:00,69025.95,68650.48,70527.85,70903.32,4.0,5.0,-1.0,0.2206,-1.2206,SL
23972,23975,long,trend,2024-03-12 08:00:00+00:00,71957.45,71646.88,73199.75,73510.32,4.0,5.0,-1.0,0.278,-1.278,SL
24000,24000,long,trend,2024-03-13 08:00:00+00:00,72366.1,71874.15,74333.9,74825.85,4.0,5.0,-1.0,0.1765,-1.1765,SL
24020,24022,long,trend,2024-03-14 08:00:00+00:00,73249.5,72899.75,74648.5,74998.25,4.0,5.0,-1.0,0.2513,-1.2513,SL
24044,24044,long,trend,2024-03-15 08:00:00+00:00,69555.5,68070.75,75494.5,73440.95,4.0,2.6169,-1.0,0.0562,-1.0562,SL
24164,24164,short,trend,2024-03-20 08:00:00+00:00,62133.55,62819.73,59388.85,61079.2,4.0,1.5366,-1.0,0.1087,-1.1087,SL
24188,24192,short,trend,2024-03-21 08:00:00+00:00,67180.6,67734.15,64966.4,66192.55,4.0,1.7849,-1.0,0.1456,-1.1456,SL
24212,24214,short,trend,2024-03-22 08:00:00+00:00,65908.3,66287.45,64391.7,65290.25,4.0,1.6301,3.4075,0.2086,3.1989,TP1+TP
24236,24236,short,trend,2024-03-23 08:00:00+00:00,63944.55,64416.28,62057.65,62517.88,4.0,3.0244,-1.0,0.1627,-1.1627,SL
24332,24332,long,trend,2024-03-27 08:00:00+00:00,70253.75,69965.88,71405.25,70764.75,4.0,1.7751,-1.0,0.2929,-1.2929,SL
24404,24406,short,trend,2024-03-30 08:00:00+00:00,70078.85,70239.43,69436.55,69382.1,4.0,4.3391,-1.0,0.5237,-1.5237,SL
24524,24527,short,sweep,2024-04-04 08:00:00+00:00,66226.0,66563.07,65035.7,65558.62,3.5313,1.9799,-1.0,0.2358,-1.2358,SL
24572,24574,long,trend,2024-04-06 08:00:00+00:00,67839.05,67648.47,68601.35,68207.63,4.0,1.9341,-1.0,0.4272,-1.4272,SL
24596,24603,long,trend,2024-04-07 08:00:00+00:00,69291.6,69047.5,70268.0,70069.88,4.0,3.1883,3.7971,0.3406,3.4564,TP1+TP
24644,24648,long,sweep,2024-04-09 08:00:00+00:00,70535.2,70127.95,71814.0,71221.65,3.1401,1.6856,-1.0,0.2078,-1.2078,SL
24668,24669,long,trend,2024-04-10 08:00:00+00:00,69076.85,68791.18,70219.55,69579.6,4.0,1.7599,-1.0,0.2902,-1.2902,SL
24692,24693,long,trend,2024-04-11 08:00:00+00:00,70823.8,70564.85,71859.6,71273.65,4.0,1.7372,-1.0,0.3282,-1.3282,SL
24764,24764,short,trend,2024-04-14 08:00:00+00:00,63479.6,64175.05,60697.8,62285.67,4.0,1.7168,-1.0,0.1095,-1.1095,SL
24788,24788,short,trend,2024-04-15 08:00:00+00:00,65578.2,66054.9,63671.4,64682.7,4.0,1.8785,-1.0,0.1651,-1.1651,SL
24812,24812,short,trend,2024-04-16 08:00:00+00:00,62765.2,63332.3,60496.8,61857.5,4.0,1.6006,-1.0,0.1328,-1.1328,SL
24884,24884,short,trend,2024-04-19 08:00:00+00:00,62360.85,63780.43,56682.55,60136.0,4.0,1.5673,-1.0,0.0527,-1.0527,SL
24980,24980,long,trend,2024-04-23 08:00:00+00:00,66540.75,66238.27,67750.65,67204.45,4.0,2.1942,-1.0,0.264,-1.264,SL
25004,25004,long,trend,2024-04-24 08:00:00+00:00,66727.1,66548.4,67441.9,67172.97,4.0,2.4951,-1.0,0.4481,-1.4481,SL
25028,25029,long,sweep,2024-04-25 08:00:00+00:00,63907.4,63679.93,64710.0,64450.84,3.5283,2.389,-1.0,0.3371,-1.3371,SL
25053,25055,long,trend,2024-04-26 08:00:00+00:00,64209.0,63994.5,65067.0,64652.75,4.0,2.0688,-1.0,0.3592,-1.3592,SL
25079,25084,short,trend,2024-04-27 08:00:00+00:00,63135.0,63517.5,61605.0,62517.27,4.0,1.615,-1.0,0.1981,-1.1981,SL
25109,25113,short,trend,2024-04-28 08:00:00+00:00,63874.8,64105.8,62950.8,63476.65,4.0,1.7236,3.4309,0.3318,3.0991,TP1+TP
25124,25129,short,trend,2024-04-29 08:00:00+00:00,62587.7,62965.45,61076.7,61851.18,4.0,1.9498,-1.0,0.1988,-1.1988,SL
25268,25270,short,trend,2024-05-05 08:00:00+00:00,63522.5,63850.7,62209.7,62877.05,4.0,1.9666,-1.0,0.2323,-1.2323,SL
25292,25292,short,trend,2024-05-06 08:00:00+00:00,64132.1,64358.15,63227.9,63780.3,4.0,1.5563,-1.0,0.3404,-1.3404,SL
25388,25388,short,trend,2024-05-10 08:00:00+00:00,62993.25,63178.18,62253.55,62534.94,4.0,2.4783,-1.0,0.4088,-1.4088,SL
25412,25416,short,trend,2024-05-11 08:00:00+00:00,60872.35,60983.52,60427.65,60574.17,4.0,2.6821,-1.0,0.657,-1.657,SL
25436,25436,short,trend,2024-05-12 08:00:00+00:00,60830.7,60962.75,60302.5,60574.17,4.0,1.9427,-1.0,0.5528,-1.5528,SL
25460,25460,short,trend,2024-05-13 08:00:00+00:00,61565.4,61994.2,59850.2,60758.29,4.0,1.8823,-1.0,0.1723,-1.1723,SL
25489,25508,short,trend,2024-05-14 08:00:00+00:00,62232.05,62663.98,60504.35,61578.86,4.0,1.5123,-1.0,0.1729,-1.1729,SL
25532,25535,long,trend,2024-05-16 08:00:00+00:00,66146.3,65882.5,67201.5,66690.86,4.0,2.0643,-1.0,0.3009,-1.3009,SL
25560,25562,long,trend,2024-05-17 08:00:00+00:00,65781.05,65425.58,67202.95,66414.12,4.0,1.7809,3.4452,0.2221,3.2232,TP1+TP
25583,25584,long,trend,2024-05-18 08:00:00+00:00,66962.35,66832.68,67481.05,67731.18,4.0,5.9289,-1.0,0.6197,-1.6197,SL
25604,25605,long,trend,2024-05-19 08:00:00+00:00,67068.55,66942.83,67571.45,67395.15,4.0,2.5977,3.6494,0.6401,3.0093,TP1+TP
25652,25652,long,trend,2024-05-21 08:00:00+00:00,71377.1,71034.8,72746.3,72887.05,4.0,4.4112,-1.0,0.2502,-1.2502,SL
25678,25680,long,trend,2024-05-22 08:00:00+00:00,69815.65,69524.02,70982.15,70367.98,4.0,1.894,-1.0,0.2873,-1.2873,SL
25703,25703,long,trend,2024-05-23 08:00:00+00:00,69554.55,69382.33,70243.45,69819.65,4.0,1.5393,-1.0,0.4846,-1.4846,SL
25844,25844,long,trend,2024-05-29 08:00:00+00:00,68472.25,68213.88,69505.75,68946.25,4.0,1.8345,-1.0,0.318,-1.318,SL
25869,25871,short,trend,2024-05-30 08:00:00+00:00,67969.6,68212.65,66997.4,67479.0,4.0,2.0185,-1.0,0.3356,-1.3356,SL
25894,25895,short,trend,2024-05-31 08:00:00+00:00,68410.1,68575.1,67750.1,68044.44,4.0,2.2161,-1.0,0.4975,-1.4975,SL
25988,25988,long,trend,2024-06-04 08:00:00+00:00,69043.2,68855.6,69793.6,69366.01,4.0,1.7208,-1.0,0.4416,-1.4416,SL
26012,26015,long,trend,2024-06-05 08:00:00+00:00,70935.05,70692.58,71904.95,71310.4,4.0,1.548,-1.0,0.3511,-1.3511,SL
26036,26037,long,trend,2024-06-06 08:00:00+00:00,71047.4,70934.1,71500.6,71328.67,4.0,2.4825,-1.0,0.7525,-1.7525,SL
26063,26063,long,trend,2024-06-07 08:00:00+00:00,71069.95,70865.63,71887.25,71594.14,4.0,2.5655,-1.0,0.4174,-1.4174,SL
26084,26086,long,trend,2024-06-08 08:00:00+00:00,69437.4,69351.3,69781.8,69590.84,4.0,1.7821,-1.0,0.9678,-1.9678,SL
26112,26112,long,trend,2024-06-09 08:00:00+00:00,69308.2,69232.65,69610.4,69594.12,4.0,3.7845,3.0,1.1009,1.8991,TP1+BE
26132,26132,long,trend,2024-06-10 08:00:00+00:00,69532.4,69394.4,70084.4,69834.67,4.0,2.1903,-1.0,0.6046,-1.6046,SL
26156,26156,long,sweep,2024-06-11 08:00:00+00:00,67502.1,66935.03,69570.0,68538.19,3.6466,1.8271,-1.0,0.1428,-1.1428,SL
26205,26207,short,trend,2024-06-13 08:00:00+00:00,67657.0,68016.65,66218.4,66868.56,4.0,2.1922,-1.0,0.2257,-1.2257,SL
26228,26232,short,sweep,2024-06-14 08:00:00+00:00,67129.6,67314.9,66450.5,66779.22,3.6649,1.8909,-1.0,0.4347,-1.4347,SL
26276,26276,short,trend,2024-06-16 08:00:00+00:00,66163.75,66241.88,65851.25,65934.8,4.0,2.9306,-1.0,1.0163,-2.0163,SL
26372,26372,short,trend,2024-06-20 08:00:00+00:00,65394.55,65686.28,64227.65,64677.82,4.0,2.4569,-1.0,0.269,-1.269,SL
26420,26425,short,trend,2024-06-22 08:00:00+00:00,64201.5,64350.2,63606.7,63780.3,4.0,2.8325,-1.0,0.5181,-1.5181,SL
26444,26450,short,trend,2024-06-23 08:00:00+00:00,64353.6,64418.85,64092.6,64136.83,4.0,3.3222,3.8305,1.1835,2.647,TP1+TP
26468,26468,short,trend,2024-06-24 08:00:00+00:00,62720.45,63025.17,61501.55,62068.03,4.0,2.141,3.0,0.247,2.753,TP1+BE
26492,26492,short,trend,2024-06-25 08:00:00+00:00,60886.45,61220.72,59549.35,60131.0,4.0,2.26,-1.0,0.2186,-1.2186,SL
26540,26540,short,trend,2024-06-27 08:00:00+00:00,60919.9,61097.45,60209.7,60635.47,4.0,1.6019,-1.0,0.4117,-1.4117,SL
26612,26612,short,trend,2024-06-30 08:00:00+00:00,61224.75,61500.62,60121.25,60802.95,4.0,1.529,-1.0,0.2663,-1.2663,SL
26684,26684,long,trend,2024-07-03 08:00:00+00:00,61402.55,60978.83,63097.45,62325.83,4.0,2.179,-1.0,0.1739,-1.1739,SL
26708,26708,long,trend,2024-07-04 08:00:00+00:00,59117.4,58443.8,61811.8,60418.05,4.0,1.9309,-1.0,0.1053,-1.1053,SL
26732,26732,long,trend,2024-07-05 08:00:00+00:00,55418.85,54366.58,59627.95,57150.0,4.0,1.6451,-1.0,0.0632,-1.0632,SL
26804,26804,short,trend,2024-07-08 08:00:00+00:00,55115.25,55558.72,53341.35,54301.2,4.0,1.8356,-1.0,0.1491,-1.1491,SL
26881,26882,long,trend,2024-07-11 08:00:00+00:00,57699.4,57357.75,59066.0,58247.66,4.0,1.6047,-1.0,0.2027,-1.2027,SL
26900,26901,long,trend,2024-07-12 08:00:00+00:00,57035.15,56774.23,58078.85,57430.32,4.0,1.5145,-1.0,0.2623,-1.2623,SL
27020,27022,long,sweep,2024-07-17 08:00:00+00:00,65149.8,64847.5,66119.2,65692.75,3.2067,1.7961,-1.0,0.2586,-1.2586,SL
27045,27049,long,trend,2024-07-18 08:00:00+00:00,64495.8,64177.25,65770.0,65141.76,4.0,2.0278,-1.0,0.243,-1.243,SL
